date,home_team,away_team,home_score,away_score,tournament
14/08/10,Aston Villa,West Ham,3.0,0.0,Premier League
14/08/10,Blackburn,Everton,1.0,0.0,Premier League
14/08/10,Bolton,Fulham,0.0,0.0,Premier League
14/08/10,Chelsea,West Brom,6.0,0.0,Premier League
14/08/10,Sunderland,Birmingham,2.0,2.0,Premier League
14/08/10,Tottenham,Man City,0.0,0.0,Premier League
14/08/10,Wigan,Blackpool,0.0,4.0,Premier League
14/08/10,Wolves,Stoke,2.0,1.0,Premier League
15/08/10,Liverpool,Arsenal,1.0,1.0,Premier League
16/08/10,Man United,Newcastle,3.0,0.0,Premier League
21/08/10,Arsenal,Blackpool,6.0,0.0,Premier League
21/08/10,Birmingham,Blackburn,2.0,1.0,Premier League
21/08/10,Everton,Wolves,1.0,1.0,Premier League
21/08/10,Stoke,Tottenham,1.0,2.0,Premier League
21/08/10,West Brom,Sunderland,1.0,0.0,Premier League
21/08/10,West Ham,Bolton,1.0,3.0,Premier League
21/08/10,Wigan,Chelsea,0.0,6.0,Premier League
22/08/10,Fulham,Man United,2.0,2.0,Premier League
22/08/10,Newcastle,Aston Villa,6.0,0.0,Premier League
23/08/10,Man City,Liverpool,3.0,0.0,Premier League
28/08/10,Blackburn,Arsenal,1.0,2.0,Premier League
28/08/10,Blackpool,Fulham,2.0,2.0,Premier League
28/08/10,Chelsea,Stoke,2.0,0.0,Premier League
28/08/10,Man United,West Ham,3.0,0.0,Premier League
28/08/10,Tottenham,Wigan,0.0,1.0,Premier League
28/08/10,Wolves,Newcastle,1.0,1.0,Premier League
29/08/10,Aston Villa,Everton,1.0,0.0,Premier League
29/08/10,Bolton,Birmingham,2.0,2.0,Premier League
29/08/10,Liverpool,West Brom,1.0,0.0,Premier League
29/08/10,Sunderland,Man City,1.0,0.0,Premier League
11/09/10,Arsenal,Bolton,4.0,1.0,Premier League
11/09/10,Everton,Man United,3.0,3.0,Premier League
11/09/10,Fulham,Wolves,2.0,1.0,Premier League
11/09/10,Man City,Blackburn,1.0,1.0,Premier League
11/09/10,Newcastle,Blackpool,0.0,2.0,Premier League
11/09/10,West Brom,Tottenham,1.0,1.0,Premier League
11/09/10,West Ham,Chelsea,1.0,3.0,Premier League
11/09/10,Wigan,Sunderland,1.0,1.0,Premier League
12/09/10,Birmingham,Liverpool,0.0,0.0,Premier League
13/09/10,Stoke,Aston Villa,2.0,1.0,Premier League
18/09/10,Aston Villa,Bolton,1.0,1.0,Premier League
18/09/10,Blackburn,Fulham,1.0,1.0,Premier League
18/09/10,Everton,Newcastle,0.0,1.0,Premier League
18/09/10,Stoke,West Ham,1.0,1.0,Premier League
18/09/10,Sunderland,Arsenal,1.0,1.0,Premier League
18/09/10,Tottenham,Wolves,3.0,1.0,Premier League
18/09/10,West Brom,Birmingham,3.0,1.0,Premier League
19/09/10,Chelsea,Blackpool,4.0,0.0,Premier League
19/09/10,Man United,Liverpool,3.0,2.0,Premier League
19/09/10,Wigan,Man City,0.0,2.0,Premier League
25/09/10,Arsenal,West Brom,2.0,3.0,Premier League
25/09/10,Birmingham,Wigan,0.0,0.0,Premier League
25/09/10,Blackpool,Blackburn,1.0,2.0,Premier League
25/09/10,Fulham,Everton,0.0,0.0,Premier League
25/09/10,Liverpool,Sunderland,2.0,2.0,Premier League
25/09/10,Man City,Chelsea,1.0,0.0,Premier League
25/09/10,West Ham,Tottenham,1.0,0.0,Premier League
26/09/10,Bolton,Man United,2.0,2.0,Premier League
26/09/10,Newcastle,Stoke,1.0,2.0,Premier League
26/09/10,Wolves,Aston Villa,1.0,2.0,Premier League
02/10/10,Birmingham,Everton,0.0,2.0,Premier League
02/10/10,Stoke,Blackburn,1.0,0.0,Premier League
02/10/10,Sunderland,Man United,0.0,0.0,Premier League
02/10/10,Tottenham,Aston Villa,2.0,1.0,Premier League
02/10/10,West Brom,Bolton,1.0,1.0,Premier League
02/10/10,West Ham,Fulham,1.0,1.0,Premier League
02/10/10,Wigan,Wolves,2.0,0.0,Premier League
03/10/10,Chelsea,Arsenal,2.0,0.0,Premier League
03/10/10,Liverpool,Blackpool,1.0,2.0,Premier League
03/10/10,Man City,Newcastle,2.0,1.0,Premier League
16/10/10,Arsenal,Birmingham,2.0,1.0,Premier League
16/10/10,Aston Villa,Chelsea,0.0,0.0,Premier League
16/10/10,Bolton,Stoke,2.0,1.0,Premier League
16/10/10,Fulham,Tottenham,1.0,2.0,Premier League
16/10/10,Man United,West Brom,2.0,2.0,Premier League
16/10/10,Newcastle,Wigan,2.0,2.0,Premier League
16/10/10,Wolves,West Ham,1.0,1.0,Premier League
17/10/10,Blackpool,Man City,2.0,3.0,Premier League
17/10/10,Everton,Liverpool,2.0,0.0,Premier League
18/10/10,Blackburn,Sunderland,0.0,0.0,Premier League
23/10/10,Birmingham,Blackpool,2.0,0.0,Premier League
23/10/10,Chelsea,Wolves,2.0,0.0,Premier League
23/10/10,Sunderland,Aston Villa,1.0,0.0,Premier League
23/10/10,Tottenham,Everton,1.0,1.0,Premier League
23/10/10,West Brom,Fulham,2.0,1.0,Premier League
23/10/10,West Ham,Newcastle,1.0,2.0,Premier League
23/10/10,Wigan,Bolton,1.0,1.0,Premier League
24/10/10,Liverpool,Blackburn,2.0,1.0,Premier League
24/10/10,Man City,Arsenal,0.0,3.0,Premier League
24/10/10,Stoke,Man United,1.0,2.0,Premier League
30/10/10,Arsenal,West Ham,1.0,0.0,Premier League
30/10/10,Blackburn,Chelsea,1.0,2.0,Premier League
30/10/10,Everton,Stoke,1.0,0.0,Premier League
30/10/10,Fulham,Wigan,2.0,0.0,Premier League
30/10/10,Man United,Tottenham,2.0,0.0,Premier League
30/10/10,Wolves,Man City,2.0,1.0,Premier League
31/10/10,Aston Villa,Birmingham,0.0,0.0,Premier League
31/10/10,Bolton,Liverpool,0.0,1.0,Premier League
31/10/10,Newcastle,Sunderland,5.0,1.0,Premier League
01/11/10,Blackpool,West Brom,2.0,1.0,Premier League
06/11/10,Birmingham,West Ham,2.0,2.0,Premier League
06/11/10,Blackburn,Wigan,2.0,1.0,Premier League
06/11/10,Blackpool,Everton,2.0,2.0,Premier League
06/11/10,Bolton,Tottenham,4.0,2.0,Premier League
06/11/10,Fulham,Aston Villa,1.0,1.0,Premier League
06/11/10,Man United,Wolves,2.0,1.0,Premier League
06/11/10,Sunderland,Stoke,2.0,0.0,Premier League
07/11/10,Arsenal,Newcastle,0.0,1.0,Premier League
07/11/10,Liverpool,Chelsea,2.0,0.0,Premier League
07/11/10,West Brom,Man City,0.0,2.0,Premier League
09/11/10,Stoke,Birmingham,3.0,2.0,Premier League
09/11/10,Tottenham,Sunderland,1.0,1.0,Premier League
10/11/10,Aston Villa,Blackpool,3.0,2.0,Premier League
10/11/10,Chelsea,Fulham,1.0,0.0,Premier League
10/11/10,Everton,Bolton,1.0,1.0,Premier League
10/11/10,Man City,Man United,0.0,0.0,Premier League
10/11/10,Newcastle,Blackburn,1.0,2.0,Premier League
10/11/10,West Ham,West Brom,2.0,2.0,Premier League
10/11/10,Wigan,Liverpool,1.0,1.0,Premier League
10/11/10,Wolves,Arsenal,0.0,2.0,Premier League
13/11/10,Aston Villa,Man United,2.0,2.0,Premier League
13/11/10,Man City,Birmingham,0.0,0.0,Premier League
13/11/10,Newcastle,Fulham,0.0,0.0,Premier League
13/11/10,Stoke,Liverpool,2.0,0.0,Premier League
13/11/10,Tottenham,Blackburn,4.0,2.0,Premier League
13/11/10,West Ham,Blackpool,0.0,0.0,Premier League
13/11/10,Wigan,West Brom,1.0,0.0,Premier League
13/11/10,Wolves,Bolton,2.0,3.0,Premier League
14/11/10,Chelsea,Sunderland,0.0,3.0,Premier League
14/11/10,Everton,Arsenal,1.0,2.0,Premier League
20/11/10,Arsenal,Tottenham,2.0,3.0,Premier League
20/11/10,Birmingham,Chelsea,1.0,0.0,Premier League
20/11/10,Blackpool,Wolves,2.0,1.0,Premier League
20/11/10,Bolton,Newcastle,5.0,1.0,Premier League
20/11/10,Liverpool,West Ham,3.0,0.0,Premier League
20/11/10,Man United,Wigan,2.0,0.0,Premier League
20/11/10,West Brom,Stoke,0.0,3.0,Premier League
21/11/10,Blackburn,Aston Villa,2.0,0.0,Premier League
21/11/10,Fulham,Man City,1.0,4.0,Premier League
22/11/10,Sunderland,Everton,2.0,2.0,Premier League
27/11/10,Aston Villa,Arsenal,2.0,4.0,Premier League
27/11/10,Bolton,Blackpool,2.0,2.0,Premier League
27/11/10,Everton,West Brom,1.0,4.0,Premier League
27/11/10,Fulham,Birmingham,1.0,1.0,Premier League
27/11/10,Man United,Blackburn,7.0,1.0,Premier League
27/11/10,Stoke,Man City,1.0,1.0,Premier League
27/11/10,West Ham,Wigan,3.0,1.0,Premier League
27/11/10,Wolves,Sunderland,3.0,2.0,Premier League
28/11/10,Newcastle,Chelsea,1.0,1.0,Premier League
28/11/10,Tottenham,Liverpool,2.0,1.0,Premier League
04/12/10,Arsenal,Fulham,2.0,1.0,Premier League
04/12/10,Birmingham,Tottenham,1.0,1.0,Premier League
04/12/10,Blackburn,Wolves,3.0,0.0,Premier League
04/12/10,Chelsea,Everton,1.0,1.0,Premier League
04/12/10,Man City,Bolton,1.0,0.0,Premier League
04/12/10,Wigan,Stoke,2.0,2.0,Premier League
05/12/10,Sunderland,West Ham,1.0,0.0,Premier League
05/12/10,West Brom,Newcastle,3.0,1.0,Premier League
06/12/10,Liverpool,Aston Villa,3.0,0.0,Premier League
11/12/10,Aston Villa,West Brom,2.0,1.0,Premier League
11/12/10,Everton,Wigan,0.0,0.0,Premier League
11/12/10,Fulham,Sunderland,0.0,0.0,Premier League
11/12/10,Newcastle,Liverpool,3.0,1.0,Premier League
11/12/10,Stoke,Blackpool,0.0,1.0,Premier League
11/12/10,West Ham,Man City,1.0,3.0,Premier League
12/12/10,Bolton,Blackburn,2.0,1.0,Premier League
12/12/10,Tottenham,Chelsea,1.0,1.0,Premier League
12/12/10,Wolves,Birmingham,1.0,0.0,Premier League
13/12/10,Man United,Arsenal,1.0,0.0,Premier League
18/12/10,Blackburn,West Ham,1.0,1.0,Premier League
18/12/10,Sunderland,Bolton,1.0,0.0,Premier League
20/12/10,Man City,Everton,1.0,2.0,Premier League
26/12/10,Aston Villa,Tottenham,1.0,2.0,Premier League
26/12/10,Blackburn,Stoke,0.0,2.0,Premier League
26/12/10,Bolton,West Brom,2.0,0.0,Premier League
26/12/10,Fulham,West Ham,1.0,3.0,Premier League
26/12/10,Man United,Sunderland,2.0,0.0,Premier League
26/12/10,Newcastle,Man City,1.0,3.0,Premier League
26/12/10,Wolves,Wigan,1.0,2.0,Premier League
27/12/10,Arsenal,Chelsea,3.0,1.0,Premier League
28/12/10,Birmingham,Man United,1.0,1.0,Premier League
28/12/10,Man City,Aston Villa,4.0,0.0,Premier League
28/12/10,Stoke,Fulham,0.0,2.0,Premier League
28/12/10,Sunderland,Blackpool,0.0,2.0,Premier League
28/12/10,Tottenham,Newcastle,2.0,0.0,Premier League
28/12/10,West Brom,Blackburn,1.0,3.0,Premier League
28/12/10,West Ham,Everton,1.0,1.0,Premier League
29/12/10,Chelsea,Bolton,1.0,0.0,Premier League
29/12/10,Liverpool,Wolves,0.0,1.0,Premier League
29/12/10,Wigan,Arsenal,2.0,2.0,Premier League
01/01/11,Birmingham,Arsenal,0.0,3.0,Premier League
01/01/11,Liverpool,Bolton,2.0,1.0,Premier League
01/01/11,Man City,Blackpool,1.0,0.0,Premier League
01/01/11,Stoke,Everton,2.0,0.0,Premier League
01/01/11,Sunderland,Blackburn,3.0,0.0,Premier League
01/01/11,Tottenham,Fulham,1.0,0.0,Premier League
01/01/11,West Brom,Man United,1.0,2.0,Premier League
01/01/11,West Ham,Wolves,2.0,0.0,Premier League
02/01/11,Chelsea,Aston Villa,3.0,3.0,Premier League
02/01/11,Wigan,Newcastle,0.0,1.0,Premier League
04/01/11,Blackpool,Birmingham,1.0,2.0,Premier League
04/01/11,Fulham,West Brom,3.0,0.0,Premier League
04/01/11,Man United,Stoke,2.0,1.0,Premier League
05/01/11,Arsenal,Man City,0.0,0.0,Premier League
05/01/11,Aston Villa,Sunderland,0.0,1.0,Premier League
05/01/11,Blackburn,Liverpool,3.0,1.0,Premier League
05/01/11,Bolton,Wigan,1.0,1.0,Premier League
05/01/11,Everton,Tottenham,2.0,1.0,Premier League
05/01/11,Newcastle,West Ham,5.0,0.0,Premier League
05/01/11,Wolves,Chelsea,1.0,0.0,Premier League
12/01/11,Blackpool,Liverpool,2.0,1.0,Premier League
15/01/11,Chelsea,Blackburn,2.0,0.0,Premier League
15/01/11,Man City,Wolves,4.0,3.0,Premier League
15/01/11,Stoke,Bolton,2.0,0.0,Premier League
15/01/11,West Brom,Blackpool,3.0,2.0,Premier League
15/01/11,West Ham,Arsenal,0.0,3.0,Premier League
15/01/11,Wigan,Fulham,1.0,1.0,Premier League
16/01/11,Birmingham,Aston Villa,1.0,1.0,Premier League
16/01/11,Liverpool,Everton,2.0,2.0,Premier League
16/01/11,Sunderland,Newcastle,1.0,1.0,Premier League
16/01/11,Tottenham,Man United,0.0,0.0,Premier League
22/01/11,Arsenal,Wigan,3.0,0.0,Premier League
22/01/11,Aston Villa,Man City,1.0,0.0,Premier League
22/01/11,Blackpool,Sunderland,1.0,2.0,Premier League
22/01/11,Everton,West Ham,2.0,2.0,Premier League
22/01/11,Fulham,Stoke,2.0,0.0,Premier League
22/01/11,Man United,Birmingham,5.0,0.0,Premier League
22/01/11,Newcastle,Tottenham,1.0,1.0,Premier League
22/01/11,Wolves,Liverpool,0.0,3.0,Premier League
23/01/11,Blackburn,West Brom,2.0,0.0,Premier League
24/01/11,Bolton,Chelsea,0.0,4.0,Premier League
25/01/11,Blackpool,Man United,2.0,3.0,Premier League
25/01/11,Wigan,Aston Villa,1.0,2.0,Premier League
26/01/11,Liverpool,Fulham,1.0,0.0,Premier League
01/02/11,Arsenal,Everton,2.0,1.0,Premier League
01/02/11,Man United,Aston Villa,3.0,1.0,Premier League
01/02/11,Sunderland,Chelsea,2.0,4.0,Premier League
01/02/11,West Brom,Wigan,2.0,2.0,Premier League
02/02/11,Birmingham,Man City,2.0,2.0,Premier League
02/02/11,Blackburn,Tottenham,0.0,1.0,Premier League
02/02/11,Blackpool,West Ham,1.0,3.0,Premier League
02/02/11,Bolton,Wolves,1.0,0.0,Premier League
02/02/11,Fulham,Newcastle,1.0,0.0,Premier League
02/02/11,Liverpool,Stoke,2.0,0.0,Premier League
05/02/11,Aston Villa,Fulham,2.0,2.0,Premier League
05/02/11,Everton,Blackpool,5.0,3.0,Premier League
05/02/11,Man City,West Brom,3.0,0.0,Premier League
05/02/11,Newcastle,Arsenal,4.0,4.0,Premier League
05/02/11,Stoke,Sunderland,3.0,2.0,Premier League
05/02/11,Tottenham,Bolton,2.0,1.0,Premier League
05/02/11,Wigan,Blackburn,4.0,3.0,Premier League
05/02/11,Wolves,Man United,2.0,1.0,Premier League
06/02/11,Chelsea,Liverpool,0.0,1.0,Premier League
06/02/11,West Ham,Birmingham,0.0,1.0,Premier League
12/02/11,Arsenal,Wolves,2.0,0.0,Premier League
12/02/11,Birmingham,Stoke,1.0,0.0,Premier League
12/02/11,Blackburn,Newcastle,0.0,0.0,Premier League
12/02/11,Blackpool,Aston Villa,1.0,1.0,Premier League
12/02/11,Liverpool,Wigan,1.0,1.0,Premier League
12/02/11,Man United,Man City,2.0,1.0,Premier League
12/02/11,Sunderland,Tottenham,1.0,2.0,Premier League
12/02/11,West Brom,West Ham,3.0,3.0,Premier League
13/02/11,Bolton,Everton,2.0,0.0,Premier League
14/02/11,Fulham,Chelsea,0.0,0.0,Premier League
15/02/11,Birmingham,Newcastle,0.0,2.0,Premier League
20/02/11,West Brom,Wolves,1.0,1.0,Premier League
22/02/11,Blackpool,Tottenham,3.0,1.0,Premier League
23/02/11,Arsenal,Stoke,1.0,0.0,Premier League
26/02/11,Aston Villa,Blackburn,4.0,1.0,Premier League
26/02/11,Everton,Sunderland,2.0,0.0,Premier League
26/02/11,Newcastle,Bolton,1.0,1.0,Premier League
26/02/11,Wigan,Man United,0.0,4.0,Premier League
26/02/11,Wolves,Blackpool,4.0,0.0,Premier League
27/02/11,Man City,Fulham,1.0,1.0,Premier League
27/02/11,West Ham,Liverpool,3.0,1.0,Premier League
28/02/11,Stoke,West Brom,1.0,1.0,Premier League
01/03/11,Chelsea,Man United,2.0,1.0,Premier League
05/03/11,Arsenal,Sunderland,0.0,0.0,Premier League
05/03/11,Birmingham,West Brom,1.0,3.0,Premier League
05/03/11,Bolton,Aston Villa,3.0,2.0,Premier League
05/03/11,Fulham,Blackburn,3.0,2.0,Premier League
05/03/11,Man City,Wigan,1.0,0.0,Premier League
05/03/11,Newcastle,Everton,1.0,2.0,Premier League
05/03/11,West Ham,Stoke,3.0,0.0,Premier League
06/03/11,Liverpool,Man United,3.0,1.0,Premier League
06/03/11,Wolves,Tottenham,3.0,3.0,Premier League
07/03/11,Blackpool,Chelsea,1.0,3.0,Premier League
09/03/11,Everton,Birmingham,1.0,1.0,Premier League
19/03/11,Aston Villa,Wolves,0.0,1.0,Premier League
19/03/11,Blackburn,Blackpool,2.0,2.0,Premier League
19/03/11,Everton,Fulham,2.0,1.0,Premier League
19/03/11,Man United,Bolton,1.0,0.0,Premier League
19/03/11,Stoke,Newcastle,4.0,0.0,Premier League
19/03/11,Tottenham,West Ham,0.0,0.0,Premier League
19/03/11,West Brom,Arsenal,2.0,2.0,Premier League
19/03/11,Wigan,Birmingham,2.0,1.0,Premier League
20/03/11,Chelsea,Man City,2.0,0.0,Premier League
20/03/11,Sunderland,Liverpool,0.0,2.0,Premier League
02/04/11,Arsenal,Blackburn,0.0,0.0,Premier League
02/04/11,Birmingham,Bolton,2.0,1.0,Premier League
02/04/11,Everton,Aston Villa,2.0,2.0,Premier League
02/04/11,Newcastle,Wolves,4.0,1.0,Premier League
02/04/11,Stoke,Chelsea,1.0,1.0,Premier League
02/04/11,West Brom,Liverpool,2.0,1.0,Premier League
02/04/11,West Ham,Man United,2.0,4.0,Premier League
02/04/11,Wigan,Tottenham,0.0,0.0,Premier League
03/04/11,Fulham,Blackpool,3.0,0.0,Premier League
03/04/11,Man City,Sunderland,5.0,0.0,Premier League
09/04/11,Blackburn,Birmingham,1.0,1.0,Premier League
09/04/11,Bolton,West Ham,3.0,0.0,Premier League
09/04/11,Chelsea,Wigan,1.0,0.0,Premier League
09/04/11,Man United,Fulham,2.0,0.0,Premier League
09/04/11,Sunderland,West Brom,2.0,3.0,Premier League
09/04/11,Tottenham,Stoke,3.0,2.0,Premier League
09/04/11,Wolves,Everton,0.0,3.0,Premier League
10/04/11,Aston Villa,Newcastle,1.0,0.0,Premier League
10/04/11,Blackpool,Arsenal,1.0,3.0,Premier League
11/04/11,Liverpool,Man City,3.0,0.0,Premier League
16/04/11,Birmingham,Sunderland,2.0,0.0,Premier League
16/04/11,Blackpool,Wigan,1.0,3.0,Premier League
16/04/11,Everton,Blackburn,2.0,0.0,Premier League
16/04/11,West Brom,Chelsea,1.0,3.0,Premier League
16/04/11,West Ham,Aston Villa,1.0,2.0,Premier League
17/04/11,Arsenal,Liverpool,1.0,1.0,Premier League
19/04/11,Newcastle,Man United,0.0,0.0,Premier League
20/04/11,Chelsea,Birmingham,3.0,1.0,Premier League
20/04/11,Tottenham,Arsenal,3.0,3.0,Premier League
23/04/11,Aston Villa,Stoke,1.0,1.0,Premier League
23/04/11,Blackpool,Newcastle,1.0,1.0,Premier League
23/04/11,Chelsea,West Ham,3.0,0.0,Premier League
23/04/11,Liverpool,Birmingham,5.0,0.0,Premier League
23/04/11,Man United,Everton,1.0,0.0,Premier League
23/04/11,Sunderland,Wigan,4.0,2.0,Premier League
23/04/11,Tottenham,West Brom,2.0,2.0,Premier League
23/04/11,Wolves,Fulham,1.0,1.0,Premier League
24/04/11,Bolton,Arsenal,2.0,1.0,Premier League
25/04/11,Blackburn,Man City,0.0,1.0,Premier League
26/04/11,Stoke,Wolves,3.0,0.0,Premier League
27/04/11,Fulham,Bolton,3.0,0.0,Premier League
30/04/11,Blackburn,Bolton,1.0,0.0,Premier League
30/04/11,Blackpool,Stoke,0.0,0.0,Premier League
30/04/11,Chelsea,Tottenham,2.0,1.0,Premier League
30/04/11,Sunderland,Fulham,0.0,3.0,Premier League
30/04/11,West Brom,Aston Villa,2.0,1.0,Premier League
30/04/11,Wigan,Everton,1.0,1.0,Premier League
01/05/11,Arsenal,Man United,1.0,0.0,Premier League
01/05/11,Birmingham,Wolves,1.0,1.0,Premier League
01/05/11,Liverpool,Newcastle,3.0,0.0,Premier League
01/05/11,Man City,West Ham,2.0,1.0,Premier League
07/05/11,Aston Villa,Wigan,1.0,1.0,Premier League
07/05/11,Bolton,Sunderland,1.0,2.0,Premier League
07/05/11,Everton,Man City,2.0,1.0,Premier League
07/05/11,Newcastle,Birmingham,2.0,1.0,Premier League
07/05/11,Tottenham,Blackpool,1.0,1.0,Premier League
07/05/11,West Ham,Blackburn,1.0,1.0,Premier League
08/05/11,Man United,Chelsea,2.0,1.0,Premier League
08/05/11,Stoke,Arsenal,3.0,1.0,Premier League
08/05/11,Wolves,West Brom,3.0,1.0,Premier League
09/05/11,Fulham,Liverpool,2.0,5.0,Premier League
10/05/11,Man City,Tottenham,1.0,0.0,Premier League
14/05/11,Blackburn,Man United,1.0,1.0,Premier League
14/05/11,Blackpool,Bolton,4.0,3.0,Premier League
14/05/11,Sunderland,Wolves,1.0,3.0,Premier League
14/05/11,West Brom,Everton,1.0,0.0,Premier League
15/05/11,Arsenal,Aston Villa,1.0,2.0,Premier League
15/05/11,Birmingham,Fulham,0.0,2.0,Premier League
15/05/11,Chelsea,Newcastle,2.0,2.0,Premier League
15/05/11,Liverpool,Tottenham,0.0,2.0,Premier League
15/05/11,Wigan,West Ham,3.0,2.0,Premier League
17/05/11,Man City,Stoke,3.0,0.0,Premier League
22/05/11,Aston Villa,Liverpool,1.0,0.0,Premier League
22/05/11,Bolton,Man City,0.0,2.0,Premier League
22/05/11,Everton,Chelsea,1.0,0.0,Premier League
22/05/11,Fulham,Arsenal,2.0,2.0,Premier League
22/05/11,Man United,Blackpool,4.0,2.0,Premier League
22/05/11,Newcastle,West Brom,3.0,3.0,Premier League
22/05/11,Stoke,Wigan,0.0,1.0,Premier League
22/05/11,Tottenham,Birmingham,2.0,1.0,Premier League
22/05/11,West Ham,Sunderland,0.0,3.0,Premier League
22/05/11,Wolves,Blackburn,2.0,3.0,Premier League
28/08/10,Hercules,Ath Bilbao,0.0,1.0,La Liga
28/08/10,Levante,Sevilla,1.0,4.0,La Liga
28/08/10,Malaga,Valencia,1.0,3.0,La Liga
29/08/10,Espanol,Getafe,3.0,1.0,La Liga
29/08/10,La Coruna,Zaragoza,0.0,0.0,La Liga
29/08/10,Mallorca,Real Madrid,0.0,0.0,La Liga
29/08/10,Osasuna,Almeria,0.0,0.0,La Liga
29/08/10,Santander,Barcelona,0.0,3.0,La Liga
29/08/10,Sociedad,Villarreal,1.0,0.0,La Liga
30/08/10,Ath Madrid,Sp Gijon,4.0,0.0,La Liga
11/09/10,Ath Bilbao,Ath Madrid,1.0,2.0,La Liga
11/09/10,Barcelona,Hercules,0.0,2.0,La Liga
11/09/10,Real Madrid,Osasuna,1.0,0.0,La Liga
11/09/10,Valencia,Santander,1.0,0.0,La Liga
12/09/10,Getafe,Levante,4.0,1.0,La Liga
12/09/10,Sevilla,La Coruna,0.0,0.0,La Liga
12/09/10,Sp Gijon,Mallorca,2.0,0.0,La Liga
12/09/10,Villarreal,Espanol,4.0,0.0,La Liga
12/09/10,Zaragoza,Malaga,3.0,5.0,La Liga
13/09/10,Almeria,Sociedad,2.0,2.0,La Liga
18/09/10,Espanol,Almeria,1.0,0.0,La Liga
18/09/10,Mallorca,Osasuna,2.0,0.0,La Liga
18/09/10,Sociedad,Real Madrid,1.0,2.0,La Liga
18/09/10,Sp Gijon,Ath Bilbao,2.0,2.0,La Liga
19/09/10,Ath Madrid,Barcelona,1.0,2.0,La Liga
19/09/10,Hercules,Valencia,1.0,2.0,La Liga
19/09/10,Levante,Villarreal,1.0,2.0,La Liga
19/09/10,Malaga,Sevilla,1.0,2.0,La Liga
19/09/10,Santander,Zaragoza,2.0,0.0,La Liga
20/09/10,La Coruna,Getafe,2.0,2.0,La Liga
21/09/10,Ath Bilbao,Mallorca,3.0,0.0,La Liga
21/09/10,Osasuna,Sociedad,3.0,1.0,La Liga
21/09/10,Real Madrid,Espanol,3.0,0.0,La Liga
22/09/10,Almeria,Levante,0.0,1.0,La Liga
22/09/10,Barcelona,Sp Gijon,1.0,0.0,La Liga
22/09/10,Valencia,Ath Madrid,1.0,1.0,La Liga
22/09/10,Zaragoza,Hercules,0.0,0.0,La Liga
23/09/10,Getafe,Malaga,0.0,2.0,La Liga
23/09/10,Sevilla,Santander,1.0,1.0,La Liga
23/09/10,Villarreal,La Coruna,1.0,0.0,La Liga
25/09/10,Ath Bilbao,Barcelona,1.0,3.0,La Liga
25/09/10,Levante,Real Madrid,0.0,0.0,La Liga
25/09/10,Sp Gijon,Valencia,0.0,2.0,La Liga
26/09/10,Ath Madrid,Zaragoza,1.0,0.0,La Liga
26/09/10,Espanol,Osasuna,1.0,0.0,La Liga
26/09/10,Hercules,Sevilla,2.0,0.0,La Liga
26/09/10,La Coruna,Almeria,0.0,2.0,La Liga
26/09/10,Mallorca,Sociedad,2.0,0.0,La Liga
26/09/10,Santander,Getafe,0.0,1.0,La Liga
27/09/10,Malaga,Villarreal,2.0,3.0,La Liga
02/10/10,Sociedad,Espanol,1.0,0.0,La Liga
02/10/10,Valencia,Ath Bilbao,2.0,1.0,La Liga
02/10/10,Zaragoza,Sp Gijon,2.0,2.0,La Liga
03/10/10,Almeria,Malaga,1.0,1.0,La Liga
03/10/10,Barcelona,Mallorca,1.0,1.0,La Liga
03/10/10,Getafe,Hercules,3.0,0.0,La Liga
03/10/10,Osasuna,Levante,1.0,1.0,La Liga
03/10/10,Real Madrid,La Coruna,6.0,1.0,La Liga
03/10/10,Sevilla,Ath Madrid,3.0,1.0,La Liga
03/10/10,Villarreal,Santander,2.0,0.0,La Liga
16/10/10,Ath Madrid,Getafe,2.0,0.0,La Liga
16/10/10,Barcelona,Valencia,2.0,1.0,La Liga
16/10/10,Malaga,Real Madrid,1.0,4.0,La Liga
17/10/10,Ath Bilbao,Zaragoza,2.0,1.0,La Liga
17/10/10,La Coruna,Osasuna,0.0,0.0,La Liga
17/10/10,Levante,Sociedad,2.0,1.0,La Liga
17/10/10,Mallorca,Espanol,0.0,1.0,La Liga
17/10/10,Santander,Almeria,1.0,0.0,La Liga
17/10/10,Sp Gijon,Sevilla,2.0,0.0,La Liga
18/10/10,Hercules,Villarreal,2.0,2.0,La Liga
23/10/10,Real Madrid,Santander,6.0,1.0,La Liga
23/10/10,Valencia,Mallorca,1.0,2.0,La Liga
23/10/10,Zaragoza,Barcelona,0.0,2.0,La Liga
24/10/10,Almeria,Hercules,1.0,1.0,La Liga
24/10/10,Espanol,Levante,2.0,1.0,La Liga
24/10/10,Getafe,Sp Gijon,3.0,0.0,La Liga
24/10/10,Osasuna,Malaga,3.0,0.0,La Liga
24/10/10,Sevilla,Ath Bilbao,4.0,3.0,La Liga
24/10/10,Villarreal,Ath Madrid,2.0,0.0,La Liga
25/10/10,Sociedad,La Coruna,3.0,0.0,La Liga
30/10/10,Barcelona,Sevilla,5.0,0.0,La Liga
30/10/10,Hercules,Real Madrid,1.0,3.0,La Liga
30/10/10,Valencia,Zaragoza,1.0,1.0,La Liga
31/10/10,Ath Bilbao,Getafe,3.0,0.0,La Liga
31/10/10,Ath Madrid,Almeria,1.0,1.0,La Liga
