date,home_team,away_team,home_score,away_score,tournament
11/09/11,Santander,Levante,0.0,0.0,La Liga
11/09/11,Vallecano,Zaragoza,0.0,0.0,La Liga
12/09/11,Malaga,Granada,4.0,0.0,La Liga
17/09/11,Barcelona,Osasuna,8.0,0.0,La Liga
17/09/11,Granada,Villarreal,1.0,0.0,La Liga
17/09/11,Mallorca,Malaga,0.0,1.0,La Liga
17/09/11,Sevilla,Sociedad,1.0,0.0,La Liga
17/09/11,Sp Gijon,Valencia,0.0,1.0,La Liga
18/09/11,Ath Bilbao,Betis,2.0,3.0,La Liga
18/09/11,Ath Madrid,Santander,4.0,0.0,La Liga
18/09/11,Getafe,Vallecano,0.0,1.0,La Liga
18/09/11,Levante,Real Madrid,1.0,0.0,La Liga
18/09/11,Zaragoza,Espanol,2.0,1.0,La Liga
20/09/11,Osasuna,Sevilla,0.0,0.0,La Liga
20/09/11,Sociedad,Granada,1.0,0.0,La Liga
20/09/11,Villarreal,Mallorca,2.0,0.0,La Liga
21/09/11,Ath Madrid,Sp Gijon,4.0,0.0,La Liga
21/09/11,Malaga,Ath Bilbao,1.0,0.0,La Liga
21/09/11,Santander,Real Madrid,0.0,0.0,La Liga
21/09/11,Valencia,Barcelona,2.0,2.0,La Liga
21/09/11,Vallecano,Levante,1.0,2.0,La Liga
22/09/11,Betis,Zaragoza,4.0,3.0,La Liga
22/09/11,Espanol,Getafe,1.0,0.0,La Liga
24/09/11,Ath Bilbao,Villarreal,1.0,1.0,La Liga
24/09/11,Barcelona,Ath Madrid,5.0,0.0,La Liga
24/09/11,Real Madrid,Vallecano,6.0,2.0,La Liga
24/09/11,Sevilla,Valencia,1.0,0.0,La Liga
25/09/11,Granada,Osasuna,1.0,1.0,La Liga
25/09/11,Levante,Espanol,3.0,1.0,La Liga
25/09/11,Mallorca,Sociedad,2.0,1.0,La Liga
25/09/11,Sp Gijon,Santander,0.0,0.0,La Liga
25/09/11,Zaragoza,Malaga,0.0,0.0,La Liga
26/09/11,Getafe,Betis,1.0,0.0,La Liga
01/10/11,Malaga,Getafe,3.0,2.0,La Liga
01/10/11,Osasuna,Mallorca,2.0,2.0,La Liga
01/10/11,Santander,Vallecano,1.0,1.0,La Liga
01/10/11,Valencia,Granada,1.0,0.0,La Liga
01/10/11,Villarreal,Zaragoza,2.0,2.0,La Liga
02/10/11,Ath Madrid,Sevilla,0.0,0.0,La Liga
02/10/11,Betis,Levante,0.0,1.0,La Liga
02/10/11,Espanol,Real Madrid,0.0,4.0,La Liga
02/10/11,Sociedad,Ath Bilbao,1.0,2.0,La Liga
02/10/11,Sp Gijon,Barcelona,0.0,1.0,La Liga
15/10/11,Barcelona,Santander,3.0,0.0,La Liga
15/10/11,Getafe,Villarreal,0.0,0.0,La Liga
15/10/11,Granada,Ath Madrid,0.0,0.0,La Liga
15/10/11,Mallorca,Valencia,1.0,1.0,La Liga
15/10/11,Real Madrid,Betis,4.0,1.0,La Liga
16/10/11,Levante,Malaga,3.0,0.0,La Liga
16/10/11,Sevilla,Sp Gijon,2.0,1.0,La Liga
16/10/11,Vallecano,Espanol,0.0,1.0,La Liga
16/10/11,Zaragoza,Sociedad,2.0,0.0,La Liga
17/10/11,Ath Bilbao,Osasuna,3.0,1.0,La Liga
22/10/11,Barcelona,Sevilla,0.0,0.0,La Liga
22/10/11,Malaga,Real Madrid,0.0,4.0,La Liga
22/10/11,Santander,Espanol,0.0,1.0,La Liga
22/10/11,Sp Gijon,Granada,2.0,0.0,La Liga
23/10/11,Ath Madrid,Mallorca,1.0,1.0,La Liga
23/10/11,Betis,Vallecano,0.0,2.0,La Liga
23/10/11,Osasuna,Zaragoza,3.0,0.0,La Liga
23/10/11,Sociedad,Getafe,0.0,0.0,La Liga
23/10/11,Valencia,Ath Bilbao,1.0,1.0,La Liga
23/10/11,Villarreal,Levante,0.0,3.0,La Liga
25/10/11,Granada,Barcelona,0.0,1.0,La Liga
25/10/11,Sevilla,Santander,2.0,2.0,La Liga
26/10/11,Getafe,Osasuna,2.0,2.0,La Liga
26/10/11,Levante,Sociedad,3.0,2.0,La Liga
26/10/11,Mallorca,Sp Gijon,1.0,2.0,La Liga
26/10/11,Real Madrid,Villarreal,3.0,0.0,La Liga
26/10/11,Vallecano,Malaga,2.0,0.0,La Liga
26/10/11,Zaragoza,Valencia,0.0,1.0,La Liga
27/10/11,Ath Bilbao,Ath Madrid,3.0,0.0,La Liga
27/10/11,Espanol,Betis,1.0,0.0,La Liga
29/10/11,Barcelona,Mallorca,5.0,0.0,La Liga
29/10/11,Sociedad,Real Madrid,0.0,1.0,La Liga
29/10/11,Valencia,Getafe,3.0,1.0,La Liga
29/10/11,Villarreal,Vallecano,2.0,0.0,La Liga
30/10/11,Ath Madrid,Zaragoza,3.0,1.0,La Liga
30/10/11,Malaga,Espanol,2.0,1.0,La Liga
30/10/11,Osasuna,Levante,2.0,0.0,La Liga
30/10/11,Santander,Betis,1.0,0.0,La Liga
30/10/11,Sp Gijon,Ath Bilbao,1.0,1.0,La Liga
31/10/11,Sevilla,Granada,1.0,2.0,La Liga
05/11/11,Betis,Malaga,0.0,0.0,La Liga
05/11/11,Levante,Valencia,0.0,2.0,La Liga
05/11/11,Mallorca,Sevilla,0.0,0.0,La Liga
06/11/11,Ath Bilbao,Barcelona,2.0,2.0,La Liga
06/11/11,Espanol,Villarreal,0.0,0.0,La Liga
06/11/11,Getafe,Ath Madrid,3.0,2.0,La Liga
06/11/11,Granada,Santander,0.0,0.0,La Liga
06/11/11,Real Madrid,Osasuna,7.0,1.0,La Liga
06/11/11,Vallecano,Sociedad,4.0,0.0,La Liga
06/11/11,Zaragoza,Sp Gijon,2.0,2.0,La Liga
19/11/11,Barcelona,Zaragoza,4.0,0.0,La Liga
19/11/11,Valencia,Real Madrid,2.0,3.0,La Liga
19/11/11,Villarreal,Betis,1.0,0.0,La Liga
20/11/11,Ath Madrid,Levante,3.0,2.0,La Liga
20/11/11,Osasuna,Vallecano,0.0,0.0,La Liga
20/11/11,Sevilla,Ath Bilbao,1.0,2.0,La Liga
20/11/11,Sociedad,Espanol,0.0,0.0,La Liga
20/11/11,Sp Gijon,Getafe,2.0,1.0,La Liga
21/11/11,Santander,Malaga,1.0,3.0,La Liga
26/11/11,Getafe,Barcelona,1.0,0.0,La Liga
26/11/11,Real Madrid,Ath Madrid,4.0,1.0,La Liga
26/11/11,Vallecano,Valencia,1.0,2.0,La Liga
27/11/11,Ath Bilbao,Granada,0.0,1.0,La Liga
27/11/11,Betis,Sociedad,2.0,3.0,La Liga
27/11/11,Espanol,Osasuna,1.0,2.0,La Liga
27/11/11,Levante,Sp Gijon,4.0,0.0,La Liga
27/11/11,Mallorca,Santander,2.0,1.0,La Liga
27/11/11,Zaragoza,Sevilla,0.0,1.0,La Liga
28/11/11,Malaga,Villarreal,2.0,1.0,La Liga
29/11/11,Barcelona,Vallecano,4.0,0.0,La Liga
03/12/11,Barcelona,Levante,5.0,0.0,La Liga
03/12/11,Santander,Villarreal,1.0,0.0,La Liga
03/12/11,Sp Gijon,Real Madrid,0.0,3.0,La Liga
03/12/11,Valencia,Espanol,2.0,1.0,La Liga
04/12/11,Ath Madrid,Vallecano,3.0,1.0,La Liga
04/12/11,Granada,Zaragoza,1.0,0.0,La Liga
04/12/11,Mallorca,Ath Bilbao,1.0,1.0,La Liga
04/12/11,Osasuna,Betis,2.0,1.0,La Liga
04/12/11,Sociedad,Malaga,3.0,2.0,La Liga
05/12/11,Sevilla,Getafe,3.0,0.0,La Liga
07/12/11,Granada,Mallorca,2.0,2.0,La Liga
10/12/11,Betis,Valencia,2.0,1.0,La Liga
10/12/11,Levante,Sevilla,1.0,0.0,La Liga
10/12/11,Real Madrid,Barcelona,1.0,3.0,La Liga
11/12/11,Ath Bilbao,Santander,1.0,1.0,La Liga
11/12/11,Espanol,Ath Madrid,4.0,2.0,La Liga
11/12/11,Getafe,Granada,1.0,0.0,La Liga
11/12/11,Malaga,Osasuna,1.0,1.0,La Liga
11/12/11,Vallecano,Sp Gijon,1.0,3.0,La Liga
11/12/11,Villarreal,Sociedad,1.0,1.0,La Liga
11/12/11,Zaragoza,Mallorca,0.0,1.0,La Liga
17/12/11,Ath Bilbao,Zaragoza,2.0,1.0,La Liga
17/12/11,Mallorca,Getafe,1.0,2.0,La Liga
17/12/11,Sevilla,Real Madrid,2.0,6.0,La Liga
17/12/11,Sp Gijon,Espanol,1.0,2.0,La Liga
18/12/11,Ath Madrid,Betis,0.0,2.0,La Liga
18/12/11,Granada,Levante,2.0,1.0,La Liga
18/12/11,Osasuna,Villarreal,2.0,1.0,La Liga
18/12/11,Santander,Sociedad,0.0,0.0,La Liga
18/12/11,Valencia,Malaga,2.0,0.0,La Liga
07/01/12,Levante,Mallorca,0.0,0.0,La Liga
07/01/12,Malaga,Ath Madrid,0.0,0.0,La Liga
07/01/12,Real Madrid,Granada,5.0,1.0,La Liga
07/01/12,Santander,Zaragoza,1.0,0.0,La Liga
07/01/12,Sociedad,Osasuna,0.0,0.0,La Liga
08/01/12,Betis,Sp Gijon,2.0,0.0,La Liga
08/01/12,Espanol,Barcelona,1.0,1.0,La Liga
08/01/12,Getafe,Ath Bilbao,0.0,0.0,La Liga
08/01/12,Vallecano,Sevilla,2.0,1.0,La Liga
08/01/12,Villarreal,Valencia,2.0,2.0,La Liga
14/01/12,Granada,Vallecano,1.0,2.0,La Liga
14/01/12,Mallorca,Real Madrid,1.0,2.0,La Liga
14/01/12,Sevilla,Espanol,0.0,0.0,La Liga
14/01/12,Valencia,Sociedad,0.0,1.0,La Liga
14/01/12,Zaragoza,Getafe,1.0,1.0,La Liga
15/01/12,Ath Bilbao,Levante,3.0,0.0,La Liga
15/01/12,Ath Madrid,Villarreal,3.0,0.0,La Liga
15/01/12,Barcelona,Betis,4.0,2.0,La Liga
15/01/12,Osasuna,Santander,0.0,2.0,La Liga
15/01/12,Sp Gijon,Malaga,2.0,1.0,La Liga
21/01/12,Betis,Sevilla,1.0,1.0,La Liga
21/01/12,Espanol,Granada,3.0,0.0,La Liga
21/01/12,Santander,Getafe,1.0,2.0,La Liga
21/01/12,Sociedad,Ath Madrid,0.0,4.0,La Liga
22/01/12,Levante,Zaragoza,0.0,0.0,La Liga
22/01/12,Malaga,Barcelona,1.0,4.0,La Liga
22/01/12,Osasuna,Valencia,1.0,1.0,La Liga
22/01/12,Real Madrid,Ath Bilbao,4.0,1.0,La Liga
22/01/12,Vallecano,Mallorca,0.0,1.0,La Liga
23/01/12,Villarreal,Sp Gijon,3.0,0.0,La Liga
28/01/12,Espanol,Mallorca,1.0,0.0,La Liga
28/01/12,Real Madrid,Zaragoza,3.0,1.0,La Liga
28/01/12,Vallecano,Ath Bilbao,2.0,3.0,La Liga
28/01/12,Villarreal,Barcelona,0.0,0.0,La Liga
29/01/12,Betis,Granada,1.0,2.0,La Liga
29/01/12,Levante,Getafe,1.0,2.0,La Liga
29/01/12,Malaga,Sevilla,2.0,1.0,La Liga
29/01/12,Santander,Valencia,2.0,2.0,La Liga
29/01/12,Sociedad,Sp Gijon,5.0,1.0,La Liga
30/01/12,Osasuna,Ath Madrid,0.0,1.0,La Liga
04/02/12,Ath Bilbao,Espanol,3.0,3.0,La Liga
04/02/12,Barcelona,Sociedad,2.0,1.0,La Liga
04/02/12,Getafe,Real Madrid,0.0,1.0,La Liga
04/02/12,Levante,Santander,1.0,1.0,La Liga
04/02/12,Mallorca,Betis,1.0,0.0,La Liga
05/02/12,Ath Madrid,Valencia,0.0,0.0,La Liga
05/02/12,Sevilla,Villarreal,1.0,2.0,La Liga
05/02/12,Sp Gijon,Osasuna,1.0,1.0,La Liga
05/02/12,Zaragoza,Vallecano,1.0,2.0,La Liga
06/02/12,Granada,Malaga,2.0,1.0,La Liga
11/02/12,Betis,Ath Bilbao,2.0,1.0,La Liga
11/02/12,Osasuna,Barcelona,3.0,2.0,La Liga
11/02/12,Santander,Ath Madrid,0.0,0.0,La Liga
12/02/12,Espanol,Zaragoza,0.0,2.0,La Liga
12/02/12,Malaga,Mallorca,3.0,1.0,La Liga
12/02/12,Real Madrid,Levante,4.0,2.0,La Liga
12/02/12,Valencia,Sp Gijon,4.0,0.0,La Liga
12/02/12,Vallecano,Getafe,2.0,0.0,La Liga
12/02/12,Villarreal,Granada,3.0,1.0,La Liga
13/02/12,Sociedad,Sevilla,2.0,0.0,La Liga
18/02/12,Getafe,Espanol,1.0,1.0,La Liga
18/02/12,Real Madrid,Santander,4.0,0.0,La Liga
18/02/12,Sevilla,Osasuna,2.0,0.0,La Liga
19/02/12,Ath Bilbao,Malaga,3.0,0.0,La Liga
19/02/12,Barcelona,Valencia,5.0,1.0,La Liga
19/02/12,Granada,Sociedad,4.0,1.0,La Liga
19/02/12,Levante,Vallecano,3.0,5.0,La Liga
19/02/12,Mallorca,Villarreal,4.0,0.0,La Liga
19/02/12,Sp Gijon,Ath Madrid,1.0,1.0,La Liga
20/02/12,Zaragoza,Betis,0.0,2.0,La Liga
25/02/12,Betis,Getafe,1.0,1.0,La Liga
25/02/12,Espanol,Levante,1.0,2.0,La Liga
25/02/12,Malaga,Zaragoza,5.0,1.0,La Liga
25/02/12,Santander,Sp Gijon,1.0,1.0,La Liga
26/02/12,Ath Madrid,Barcelona,1.0,2.0,La Liga
26/02/12,Osasuna,Granada,2.0,1.0,La Liga
26/02/12,Sociedad,Mallorca,1.0,0.0,La Liga
26/02/12,Valencia,Sevilla,1.0,2.0,La Liga
26/02/12,Vallecano,Real Madrid,0.0,1.0,La Liga
26/02/12,Villarreal,Ath Bilbao,2.0,2.0,La Liga
03/03/12,Barcelona,Sp Gijon,3.0,1.0,La Liga
03/03/12,Getafe,Malaga,1.0,3.0,La Liga
03/03/12,Mallorca,Osasuna,1.0,1.0,La Liga
03/03/12,Sevilla,Ath Madrid,1.0,1.0,La Liga
03/03/12,Vallecano,Santander,4.0,2.0,La Liga
04/03/12,Ath Bilbao,Sociedad,2.0,0.0,La Liga
04/03/12,Granada,Valencia,0.0,1.0,La Liga
04/03/12,Real Madrid,Espanol,5.0,0.0,La Liga
04/03/12,Zaragoza,Villarreal,2.0,1.0,La Liga
05/03/12,Levante,Betis,3.0,1.0,La Liga
10/03/12,Betis,Real Madrid,2.0,3.0,La Liga
10/03/12,Malaga,Levante,1.0,0.0,La Liga
10/03/12,Sociedad,Zaragoza,3.0,0.0,La Liga
10/03/12,Sp Gijon,Sevilla,1.0,0.0,La Liga
11/03/12,Ath Madrid,Granada,2.0,0.0,La Liga
11/03/12,Espanol,Vallecano,5.0,1.0,La Liga
11/03/12,Osasuna,Ath Bilbao,2.0,1.0,La Liga
11/03/12,Santander,Barcelona,0.0,2.0,La Liga
11/03/12,Valencia,Mallorca,2.0,2.0,La Liga
12/03/12,Villarreal,Getafe,1.0,2.0,La Liga
17/03/12,Getafe,Sociedad,1.0,0.0,La Liga
17/03/12,Granada,Sp Gijon,2.0,1.0,La Liga
17/03/12,Sevilla,Barcelona,0.0,2.0,La Liga
17/03/12,Vallecano,Betis,3.0,0.0,La Liga
17/03/12,Zaragoza,Osasuna,1.0,1.0,La Liga
18/03/12,Ath Bilbao,Valencia,0.0,3.0,La Liga
18/03/12,Levante,Villarreal,1.0,0.0,La Liga
18/03/12,Mallorca,Ath Madrid,2.0,1.0,La Liga
18/03/12,Real Madrid,Malaga,1.0,1.0,La Liga
19/03/12,Espanol,Santander,3.0,1.0,La Liga
20/03/12,Barcelona,Granada,5.0,3.0,La Liga
20/03/12,Osasuna,Getafe,0.0,0.0,La Liga
21/03/12,Ath Madrid,Ath Bilbao,2.0,1.0,La Liga
21/03/12,Sociedad,Levante,1.0,3.0,La Liga
21/03/12,Sp Gijon,Mallorca,2.0,3.0,La Liga
21/03/12,Valencia,Zaragoza,1.0,2.0,La Liga
21/03/12,Villarreal,Real Madrid,1.0,1.0,La Liga
22/03/12,Betis,Espanol,1.0,1.0,La Liga
22/03/12,Malaga,Vallecano,4.0,2.0,La Liga
22/03/12,Santander,Sevilla,0.0,3.0,La Liga
24/03/12,Getafe,Valencia,3.0,1.0,La Liga
24/03/12,Mallorca,Barcelona,0.0,2.0,La Liga
24/03/12,Real Madrid,Sociedad,5.0,1.0,La Liga
25/03/12,Ath Bilbao,Sp Gijon,1.0,1.0,La Liga
25/03/12,Betis,Santander,1.0,1.0,La Liga
25/03/12,Espanol,Malaga,1.0,2.0,La Liga
25/03/12,Levante,Osasuna,0.0,2.0,La Liga
25/03/12,Vallecano,Villarreal,0.0,2.0,La Liga
25/03/12,Zaragoza,Ath Madrid,1.0,0.0,La Liga
26/03/12,Granada,Sevilla,0.0,3.0,La Liga
31/03/12,Barcelona,Ath Bilbao,2.0,0.0,La Liga
31/03/12,Malaga,Betis,0.0,2.0,La Liga
31/03/12,Osasuna,Real Madrid,1.0,5.0,La Liga
31/03/12,Santander,Granada,0.0,1.0,La Liga
31/03/12,Sp Gijon,Zaragoza,1.0,2.0,La Liga
01/04/12,Ath Madrid,Getafe,3.0,0.0,La Liga
01/04/12,Sociedad,Vallecano,4.0,0.0,La Liga
01/04/12,Valencia,Levante,1.0,1.0,La Liga
01/04/12,Villarreal,Espanol,0.0,0.0,La Liga
02/04/12,Sevilla,Mallorca,3.0,1.0,La Liga
07/04/12,Betis,Villarreal,3.0,1.0,La Liga
07/04/12,Espanol,Sociedad,2.0,2.0,La Liga
07/04/12,Getafe,Sp Gijon,2.0,0.0,La Liga
07/04/12,Vallecano,Osasuna,6.0,0.0,La Liga
07/04/12,Zaragoza,Barcelona,1.0,4.0,La Liga
08/04/12,Ath Bilbao,Sevilla,1.0,0.0,La Liga
08/04/12,Levante,Ath Madrid,2.0,0.0,La Liga
08/04/12,Mallorca,Granada,0.0,0.0,La Liga
08/04/12,Real Madrid,Valencia,0.0,0.0,La Liga
09/04/12,Malaga,Santander,3.0,0.0,La Liga
10/04/12,Barcelona,Getafe,4.0,0.0,La Liga
10/04/12,Osasuna,Espanol,2.0,0.0,La Liga
10/04/12,Sociedad,Betis,1.0,1.0,La Liga
11/04/12,Ath Madrid,Real Madrid,1.0,4.0,La Liga
11/04/12,Granada,Ath Bilbao,2.0,2.0,La Liga
11/04/12,Sp Gijon,Levante,3.0,2.0,La Liga
11/04/12,Valencia,Vallecano,4.0,1.0,La Liga
12/04/12,Santander,Mallorca,0.0,3.0,La Liga
12/04/12,Sevilla,Zaragoza,3.0,0.0,La Liga
12/04/12,Villarreal,Malaga,2.0,1.0,La Liga
14/04/12,Levante,Barcelona,1.0,2.0,La Liga
14/04/12,Real Madrid,Sp Gijon,3.0,1.0,La Liga
15/04/12,Ath Bilbao,Mallorca,1.0,0.0,La Liga
15/04/12,Betis,Osasuna,1.0,0.0,La Liga
15/04/12,Espanol,Valencia,4.0,0.0,La Liga
15/04/12,Malaga,Sociedad,1.0,1.0,La Liga
15/04/12,Vallecano,Ath Madrid,0.0,1.0,La Liga
15/04/12,Villarreal,Santander,1.0,1.0,La Liga
15/04/12,Zaragoza,Granada,1.0,0.0,La Liga
16/04/12,Getafe,Sevilla,5.0,1.0,La Liga
21/04/12,Barcelona,Real Madrid,1.0,2.0,La Liga
21/04/12,Mallorca,Zaragoza,1.0,0.0,La Liga
21/04/12,Sevilla,Levante,1.0,1.0,La Liga
21/04/12,Sp Gijon,Vallecano,2.0,1.0,La Liga
22/04/12,Ath Madrid,Espanol,3.0,1.0,La Liga
22/04/12,Granada,Getafe,1.0,0.0,La Liga
22/04/12,Santander,Ath Bilbao,0.0,1.0,La Liga
22/04/12,Sociedad,Villarreal,1.0,1.0,La Liga
22/04/12,Valencia,Betis,4.0,0.0,La Liga
23/04/12,Osasuna,Malaga,1.0,1.0,La Liga
28/04/12,Espanol,Sp Gijon,0.0,3.0,La Liga
28/04/12,Getafe,Mallorca,1.0,3.0,La Liga
28/04/12,Levante,Granada,3.0,1.0,La Liga
28/04/12,Sociedad,Santander,3.0,0.0,La Liga
28/04/12,Villarreal,Osasuna,1.0,1.0,La Liga
29/04/12,Betis,Ath Madrid,2.0,2.0,La Liga
29/04/12,Malaga,Valencia,1.0,0.0,La Liga
29/04/12,Real Madrid,Sevilla,3.0,0.0,La Liga
29/04/12,Vallecano,Barcelona,0.0,7.0,La Liga
29/04/12,Zaragoza,Ath Bilbao,2.0,0.0,La Liga
01/05/12,Getafe,Santander,1.0,1.0,La Liga
01/05/12,Granada,Espanol,2.0,1.0,La Liga
01/05/12,Sp Gijon,Villarreal,2.0,3.0,La Liga
02/05/12,Ath Bilbao,Real Madrid,0.0,3.0,La Liga
02/05/12,Ath Madrid,Sociedad,1.0,1.0,La Liga
02/05/12,Barcelona,Malaga,4.0,1.0,La Liga
02/05/12,Mallorca,Vallecano,1.0,0.0,La Liga
02/05/12,Sevilla,Betis,1.0,2.0,La Liga
02/05/12,Valencia,Osasuna,4.0,0.0,La Liga
02/05/12,Zaragoza,Levante,1.0,0.0,La Liga
05/05/12,Ath Bilbao,Getafe,0.0,0.0,La Liga
05/05/12,Ath Madrid,Malaga,2.0,1.0,La Liga
05/05/12,Barcelona,Espanol,4.0,0.0,La Liga
05/05/12,Granada,Real Madrid,1.0,2.0,La Liga
05/05/12,Mallorca,Levante,1.0,0.0,La Liga
05/05/12,Osasuna,Sociedad,1.0,0.0,La Liga
05/05/12,Sevilla,Vallecano,5.0,2.0,La Liga
05/05/12,Sp Gijon,Betis,2.0,1.0,La Liga
05/05/12,Valencia,Villarreal,1.0,0.0,La Liga
05/05/12,Zaragoza,Santander,2.0,1.0,La Liga
12/05/12,Betis,Barcelona,2.0,2.0,La Liga
12/05/12,Sociedad,Valencia,1.0,0.0,La Liga
13/05/12,Espanol,Sevilla,1.0,1.0,La Liga
13/05/12,Getafe,Zaragoza,0.0,2.0,La Liga
13/05/12,Levante,Ath Bilbao,3.0,0.0,La Liga
13/05/12,Malaga,Sp Gijon,1.0,0.0,La Liga
13/05/12,Real Madrid,Mallorca,4.0,1.0,La Liga
13/05/12,Santander,Osasuna,2.0,4.0,La Liga
13/05/12,Vallecano,Granada,1.0,0.0,La Liga
13/05/12,Villarreal,Ath Madrid,0.0,1.0,La Liga
05/08/11,Dortmund,Hamburg,3.0,1.0,Bundesliga
06/08/11,Augsburg,Freiburg,2.0,2.0,Bundesliga
06/08/11,FC Koln,Wolfsburg,0.0,3.0,Bundesliga
06/08/11,Hannover,Hoffenheim,2.0,1.0,Bundesliga
06/08/11,Hertha,Nurnberg,0.0,1.0,Bundesliga
06/08/11,Stuttgart,Schalke 04,3.0,0.0,Bundesliga
06/08/11,Werder Bremen,Kaiserslautern,2.0,0.0,Bundesliga
07/08/11,Bayern Munich,M'gladbach,0.0,1.0,Bundesliga
07/08/11,Mainz,Leverkusen,2.0,0.0,Bundesliga
13/08/11,Freiburg,Mainz,1.0,2.0,Bundesliga
13/08/11,Hamburg,Hertha,2.0,2.0,Bundesliga
13/08/11,Hoffenheim,Dortmund,1.0,0.0,Bundesliga
13/08/11,M'gladbach,Stuttgart,1.0,1.0,Bundesliga
13/08/11,Nurnberg,Hannover,1.0,2.0,Bundesliga
13/08/11,Schalke 04,FC Koln,5.0,1.0,Bundesliga
13/08/11,Wolfsburg,Bayern Munich,0.0,1.0,Bundesliga
14/08/11,Kaiserslautern,Augsburg,1.0,1.0,Bundesliga
14/08/11,Leverkusen,Werder Bremen,1.0,0.0,Bundesliga
19/08/11,M'gladbach,Wolfsburg,4.0,1.0,Bundesliga
20/08/11,Augsburg,Hoffenheim,0.0,2.0,Bundesliga
20/08/11,Bayern Munich,Hamburg,5.0,0.0,Bundesliga
20/08/11,Dortmund,Nurnberg,2.0,0.0,Bundesliga
20/08/11,FC Koln,Kaiserslautern,1.0,1.0,Bundesliga
20/08/11,Stuttgart,Leverkusen,0.0,1.0,Bundesliga
20/08/11,Werder Bremen,Freiburg,5.0,3.0,Bundesliga
21/08/11,Hannover,Hertha,1.0,1.0,Bundesliga
21/08/11,Mainz,Schalke 04,2.0,4.0,Bundesliga
26/08/11,Hertha,Stuttgart,1.0,0.0,Bundesliga
27/08/11,Freiburg,Wolfsburg,3.0,0.0,Bundesliga
27/08/11,Hamburg,FC Koln,3.0,4.0,Bundesliga
27/08/11,Hoffenheim,Werder Bremen,1.0,2.0,Bundesliga
27/08/11,Kaiserslautern,Bayern Munich,0.0,3.0,Bundesliga
27/08/11,Leverkusen,Dortmund,0.0,0.0,Bundesliga
27/08/11,Nurnberg,Augsburg,1.0,0.0,Bundesliga
28/08/11,Hannover,Mainz,1.0,1.0,Bundesliga
28/08/11,Schalke 04,M'gladbach,1.0,0.0,Bundesliga
09/09/11,Augsburg,Leverkusen,1.0,4.0,Bundesliga
10/09/11,Bayern Munich,Freiburg,7.0,0.0,Bundesliga
10/09/11,Dortmund,Hertha,1.0,2.0,Bundesliga
10/09/11,Mainz,Hoffenheim,0.0,4.0,Bundesliga
10/09/11,M'gladbach,Kaiserslautern,1.0,0.0,Bundesliga
10/09/11,Stuttgart,Hannover,3.0,0.0,Bundesliga
10/09/11,Werder Bremen,Hamburg,2.0,0.0,Bundesliga
11/09/11,FC Koln,Nurnberg,1.0,2.0,Bundesliga
11/09/11,Wolfsburg,Schalke 04,2.0,1.0,Bundesliga
16/09/11,Freiburg,Stuttgart,1.0,2.0,Bundesliga
17/09/11,Hamburg,M'gladbach,0.0,1.0,Bundesliga
17/09/11,Hertha,Augsburg,2.0,2.0,Bundesliga
17/09/11,Hoffenheim,Wolfsburg,3.0,1.0,Bundesliga
17/09/11,Kaiserslautern,Mainz,3.0,1.0,Bundesliga
17/09/11,Leverkusen,FC Koln,1.0,4.0,Bundesliga
17/09/11,Nurnberg,Werder Bremen,1.0,1.0,Bundesliga
18/09/11,Hannover,Dortmund,2.0,1.0,Bundesliga
18/09/11,Schalke 04,Bayern Munich,0.0,2.0,Bundesliga
23/09/11,Stuttgart,Hamburg,1.0,2.0,Bundesliga
24/09/11,Augsburg,Hannover,0.0,0.0,Bundesliga
24/09/11,Bayern Munich,Leverkusen,3.0,0.0,Bundesliga
24/09/11,Mainz,Dortmund,1.0,2.0,Bundesliga
24/09/11,M'gladbach,Nurnberg,1.0,0.0,Bundesliga
24/09/11,Schalke 04,Freiburg,4.0,2.0,Bundesliga
24/09/11,Wolfsburg,Kaiserslautern,1.0,0.0,Bundesliga
25/09/11,FC Koln,Hoffenheim,2.0,0.0,Bundesliga
25/09/11,Werder Bremen,Hertha,2.0,1.0,Bundesliga
30/09/11,Kaiserslautern,Stuttgart,0.0,2.0,Bundesliga
01/10/11,Dortmund,Augsburg,4.0,0.0,Bundesliga
01/10/11,Freiburg,M'gladbach,1.0,0.0,Bundesliga
01/10/11,Hertha,FC Koln,3.0,0.0,Bundesliga
01/10/11,Hoffenheim,Bayern Munich,0.0,0.0,Bundesliga
01/10/11,Leverkusen,Wolfsburg,3.0,1.0,Bundesliga
01/10/11,Nurnberg,Mainz,3.0,3.0,Bundesliga
02/10/11,Hamburg,Schalke 04,1.0,2.0,Bundesliga
02/10/11,Hannover,Werder Bremen,3.0,2.0,Bundesliga
14/10/11,Werder Bremen,Dortmund,0.0,2.0,Bundesliga
15/10/11,Bayern Munich,Hertha,4.0,0.0,Bundesliga
15/10/11,Mainz,Augsburg,0.0,1.0,Bundesliga
15/10/11,M'gladbach,Leverkusen,2.0,2.0,Bundesliga
15/10/11,Schalke 04,Kaiserslautern,1.0,2.0,Bundesliga
15/10/11,Stuttgart,Hoffenheim,2.0,0.0,Bundesliga
15/10/11,Wolfsburg,Nurnberg,2.0,1.0,Bundesliga
16/10/11,FC Koln,Hannover,2.0,0.0,Bundesliga
16/10/11,Freiburg,Hamburg,1.0,2.0,Bundesliga
21/10/11,Augsburg,Werder Bremen,1.0,1.0,Bundesliga
